Unnamed: 0,individual,alias
320,xay dung cao oc,cho mục đích gì
322,"mo cua hang, kinh doanh, dau tu, o, cong ty",tiem nang the nao
348,"cho thue, khach san, van phong, chdv",tiem nang nhu the nao
360,"lam an, o, mo truong, dau tu",tiem nang ntn
380,"van phong, o, phong kham",tiem nang tn
389,"dau tu, o, cho thue",tiem nang dc gi
391,"khach san, dau tu, o, homestay",tiem nang duoc gi
395,"van phong, o, tiem toc, spa",tiem nang gi
401,"kinh doanh, o, cho thue, dau tu",tiem nang ?
410,"cho thue, kinh doanh online",kha nang the nao
415,", nghi duong, biet thu, homestay",kha nang nhu the nao
418,"kinh doanh, o, cho thue",kha nang ntn
423,"cafe, kinh doanh, o",kha nang tn
424,"khach san, kinh doanh, vp",kha nang dc gi
436,"dich vu an uong, dau tu, cho thue",kha nang duoc gi
438,xay dung,kha nang gi
442,"kinh doanh, lam van phong, spa",kha nang ?
446,"kinh doanh, dau tu, nghi duong",trien vong the nao
458,"nha tro, lam an, nha hang, kinh doanh, dau tu",trien vong nhu the nao
460,"showroom, mo cong ty",trien vong ntn
466,"o, can ho",trien vong tn
468,"thue, dau tu",trien vong dc gi
492,"kinh doanh, o, dau tu",trien vong duoc gi
498,"toa nha van phong, cho thue",trien vong gi
504,"o, van phong",trien vong ?
510,"mo van phong, kinh doanh, dich vu an uong, dau tu, cong ty",phu hop the nao
518,"kinh doanh, xay toa nha, lam van phong",phu hop nhu the nao
520,"spa, cho thue, ngan hang, kinh doanh, van phong, showroom, khach san, lop hoc, phong kham",phu hop ntn
522,"kinh doanh, dau tu, xay nha",phu hop tn
523,thue,phu hop dc gi
529,"kinh doanh, lam khach san",phu hop duoc gi
535,vp,phu hop gi
539,"kinh doanh, nghi duong",phu hop ?
543,"nha tro, kinh doanh, quan an",thuan loi the nao
554,"dau tu, dinh cu",thuan loi nhu the nao
561,nha khoa,thuan loi ntn
576,"o, nghi duong",thuan loi tn
600,"toa nha van phong, nha hang, khach san",thuan loi dc gi
601,"lam van phong, o, cho thue, xay o",thuan loi duoc gi
615,"kinh doanh, xay dung cao oc, dau tu",thuan loi gi
616,"xay biet thu, dau tu, dinh cu",thuan loi ?
623,"xay nha, nha hang, khach san",thuan tien the nao
628,"kinh doanh, quan an",thuan tien nhu the nao
632,"xay phong tro, cho thue",thuan tien ntn
633,"kinh doanh, sieu thi, cho thue",thuan tien tn
675,"phong kham, cho thue",thuan tien dc gi
678,"thue, dau tu, cho thue",thuan tien duoc gi
695,"mua ban, dau tu",thuan tien gi
697,"kinh doanh, mo phong kham, cho thue",thuan tien ?
703,"dau tu, quan an",dung the nao
708,"dich vu, lam khach san, van phong, o",dung nhu the nao
740,nha hang,muc dich su dung the nao
741,"khach san, cafe, xay building, nha hang",muc dich su dung nhu the nao
743,"nghi duong, cho thue, xay cao oc",muc dich gi
752,"van phong, cho thue, trung tam thuong mai",muc dich ?
755,"nha khoa, cho thue, lam vp, kinh doanh, mo spa, kd",lam dc gi
760,"kinh doanh, dau tu, o",lam duoc gi
762,"kinh doanh, xay khach san, villa biet thu, homestay",de lam the nao
778,"sinh song, o, dau tu",de lam ntn
780,"spa, in theu, kinh doanh, van phong, nha nghi, khach san, phong kham",de lam dc gi
785,"kinh doanh, can ho dich vu",de lam duoc gi
790,"kinh doanh, o, buon ban",de lam gi
795,"thue, quan ca phe, cho thue",cho viec gi
799,"o, xay cao oc",cho muc dich the nao
801,"o, nha khoa",cho muc dich nhu the nao
809,"nha tro, ngan hang thue, kinh doanh, kd, quan an",cho muc dich ntn
815,"kinh doanh, cho thue, mo phong mach, cua hang",cho muc dich gi
818,"kinh doanh, lam vp",
830,truong tu thuc,
846,"xay nha, dich vu an uong",
851,"xay nha, kinh doanh, nghi duong, cho thue",
853,"kinh doanh, truong mam non, cho thue, dau tu",
861,"dau tu, o, sieu thi",
866,"xay biet thu, thue, o, cho thue",
871,"cho thue, dau tu, o, lam van phong",
875,"kinh doanh online, lam van phong, xay o",
879,"dau tu, sinh song",
884,xay cao oc,
894,"khach san, dau tu, biet thu",
901,cao oc,
904,"kinh doanh, xay cao oc",
905,"xay nha, kinh doanh, o",
915,"nha xuong, villa biet thu, homestay",
923,"xay van phong, o, cho thue",
924,"toa nha van phong, kinh doanh, showroom, biet thu",
927,"kinh doanh, dinh cu, dau tu",
929,"nghi duong, dinh cu, cho thue, homestay, dau tu",
930,"xay van phong, o, buon ban, cho thue",
934,"dich vu, kinh doanh, nha nghi",
936,sinh song,
939,", cho thue, kinh doanh, karaoke, o",
946,"shop, o",
962,"dau tu, o, cty",
963,"xay biet thu, nghi duong, xuong may",
975,"xay o, cho thue, dau tu, o, trung tam anh ngu",
976,"nghi duong, nha xuong, dau tu, o, mo truong",
977,"kinh doanh, dau tu, cho thue",
978,"kinh doanh, spa, can ho",
987,"van phong dai dien, kinh doanh",
991,"kinh doanh khach san, dau tu, buon ban, dich vu",
996,"cho thue, kinh doanh, mo van phong, xay dung cao oc",
997,"kinh doanh, van phong, cho thue",
998,"lam van phong, o",
1002,"tru so cong ty, xay nha, nghi duong, homestay, kho",
1003,"van phong, can ho dv, xay khach san",
1004,"buon ban, cua hang, kinh doanh, xay cao oc, trung tam thuong mai, dau tu, o",
1009,"khach san, cho thue, ngan hang",
1016,"an uong, cafe, kinh doanh, van phong, o",
1021,"kinh doanh, o, xay khach san",
1032,"o, dau tu, xay lai, lam van phong",
1036,"ban hang online, cho thue, kinh doanh, sieu thi, phong kham",
1038,"dau tu, lam nha hang, cho thue, homestay",
1041,"kinh doanh, dau tu",
1042,mo truong,
1047,"van phong, buon ban, cong ty, o, kinh doanh",
1048,"van phong, tap hoa, an uong, o, kinh doanh",
1049,"xay chdv, toa nha van phong, thue",
1050,"van phong, o, kinh doanh",
1055,"sieu thi, kinh doanh",
1058,"truong hoc, dau tu, nha hang",
1067,"phong kham, lam van phong",
1068,"o, kinh doanh",
1070,"van phong, spa, nha hang, nha thuoc, trung tam dao tao, kinh doanh",
1071,"cong ty chuyen phat nhanh, shop",
1075,"shop, kinh doanh online",
1077,"o, cho thue, kinh doanh",
1085,biet thu,
1088,"kinh doanh khach san, can ho dich vu",
1091,"kinh doanh, spa, lam van phong",
1093,"cho thue, kinh doanh",
1098,"van phong, massage, o, kinh doanh",
1100,"dau tu, nha hang, cho thue",
1112,"van phong, kinh doanh",
1117,"o, kinh doanh, dich vu",
1129,"xay tro, tap hoa, kd, o, vp, cho thue",
1132,"mo truong, quan an",
1134,"phong kham, van phong, khach san, spa, kinh doanh",
1151,"dau tu, o, kinh doanh",
1152,"nha hang, dau tu, o",
1154,"dau tu, toa nha van phong",
1155,"dau tu, dich vu an uong",
1163,"kd, o",
1167,"dau tu, xay dung, kinh doanh",
1172,"van phong, trung bay san pham, o, cho thue, kinh doanh",
1174,"dau tu, mo vp, xay nha, kinh doanh",
1175,"dau tu, cho thue",
1178,"nha xuong, o",
1187,"khach san, kinh doanh",
1194,"nghi duong, khach san, dau tu, dich vu, homestay",
1196,"cho thue, thue, kinh doanh",
1199,"o, thue, kinh doanh",
1201,trung tam thuong mai,
1209,xay o,
1223,"cho thue, o, kinh doanh",
1225,shop,
1229,"nha khoa, buon ban, dau tu, o, cho thue, kinh doanh",
1231,"cho thue, o, lam van phong, kinh doanh",
1235,"o, villa biet thu",
1237,"kd, cho thue",
1256,"dau tu, xay dung, o",
1270,"xay cao oc, o, kinh doanh",
1272,kinh doanh khach san,
1273,kinh doanh spa,
1281,"khach san, xay nha",
1282,"lam cong ty, dau tu, o",
1283,"nha nghi, mua ban, nha tro, o, kinh doanh",
1284,"o, lam vp, kinh doanh cafe",
1296,khach san,
1300,"truong anh ngu, dich vu an uong",
1304,"phong tro, dau tu",
1306,"dau tu, xay nha, biet thu",
1317,"kinh doanh khach san, dinh cu, homestay",
1321,"cho thue, xay dung cao oc, dau tu, o, kinh doanh",
1322,"cho thue, o",
1323,"cho thue, o, mua ban, kinh doanh",
1324,"o, lam an",
1327,"van phong, karaoke, mo showroom, dich vu",
1339,"dau tu, cho thue, sieu thi",
1341,"van phong, o",
1351,"cho thue, o, toa nha van phong, kinh doanh",
1352,"xay tro, sieu thi mini",
1359,", trung bay san pham",
1361,"dau tu, thue",
1376,"dau tu, nha hang",
1385,"kinh doanh online, xay nha, van phong dai dien",
1387,"cong ty, van phong, kinh doanh",
1389,"o, dau tu, cho thue, kinh doanh",
1393,", o",
1399,"dau tu, kinh doanh",
1402,"van phong, mo spa, tiem toc, kinh doanh",
1403,"toa nha, kinh doanh",
1429,"dau tu, xay nha",
1431,xay dung khach san,
1438,"buon ban, quan an, kinh doanh",
1443,"buon ban, cho thue",
1450,"kinh doanh khach san, quan an, ca phe, homestay",
1452,xay tro,
1453,"van phong, xay can ho dich vu, xay biet thu, dau tu, o, nha xuong, cho thue",
1456,xay building,
1457,"xay lai, nha hang, thue, xay nha, o",
1462,"buon ban, nghi duong, dinh cu, kinh doanh",
1464,"van phong, khach san, spa",
1466,"cong ty, cho thue, kinh doanh",
1467,"spa, o, kinh doanh",
1469,"xay khach san, nghi duong, dau tu, o",
1470,"nghi duong, dau tu, cho thue, kinh doanh",
1478,"o, sinh song",
1488,"o, nghi duong, vp, khach san",
1489,"dau tu, nha hang, o",
1490,"o, lam van phong, mua ban",
1495,"nha hang, dau tu",
1496,"buon ban, xay tro",
1518,"xay o, kinh doanh",
1522,"o, lam van phong",
1526,ban hang online,
1531,"xay khach san, nha hang",
1533,"xay tro, dau tu, xay dung, kinh doanh",
1534,kho xuong,
1537,"buon ban, o",
1541,"xay dung cao oc, kinh doanh",
1549,"an uong, dich vu an uong, o",
1552,xuong may,
1554,"cho thue, dau tu, o, kinh doanh",
1555,"van phong, cho thue, cua hang, kinh doanh, o, kinh doanh online",
1559,"mo truong, xay lai",
1569,"o, xay biet thu",
1570,"xay khach san, nha hang, spa",
1571,"kho, ngan hang thue, nha xuong, o, kinh doanh",
1573,"cho thue, dich vu, o, kinh doanh",
1582,"spa, chdv, ngan hang thue, kinh doanh, tiem thuoc tay, vp cong ty, mat bang, phong mach",
1585,"dau tu, lam van phong, dich vu an uong, kinh doanh, cho thue, cua hang dien thoai",
1589,"phong kham, van phong, nha khoa, o, kinh doanh",
1596,"nha hang, dau tu, homestay",
1597,"dau tu, o, shop, kinh doanh",
1602,"nghi duong, dau tu",
1606,"xay dung cao oc, van phong",
1613,"o, thue",
1617,"dau tu, cho thue, thue",
1642,"nha hang, lam van phong, spa",
1647,"xay dung cao oc, kho",
1649,"van phong, xay biet thu, can ho dich vu",
1652,"lam van phong, sinh song",
1666,"lam vpcty, o",
1672,"spa, kinh doanh",
1675,"cong ty, nha xuong, dich vu an uong",
1679,"dau tu, lam vp, kinh doanh",
1681,mo van phong cty,
1683,"buon ban, mo van phong, o",
1701,"khach san, spa, toa nha van phong, cho thue, kinh doanh",
1702,"cong ty, tham my vien, khach san, van phong dai dien",
1705,"nghi duong, nha hang, mo quan, homestay, kinh doanh",
1706,"mo truong, dau tu",
1713,"dau tu, mua ban",
1718,"cho thue, dau tu, o",
1719,"nghi duong, dau tu, cho thue, thue",
1727,"kinh doanh khach san, toa nha, xay biet thu",
1743,"nghi duong, o, xay biet thu, homestay",
1747,"nghi duong, o, thue",
1748,"buon ban, kinh doanh",
1749,"phong kham, khach san, xay dung cao oc, mo vpct, xay building, lam van phong",
1750,"o, can ho dich vu, cho thue",
1761,"o, homestay",
1764,"lam nha hang, khach san",
1769,"nghi duong, chdv",
1772,"mo shop, quan an, homestay",
1773,"van phong, cho thue, kinh doanh",
1778,"khach san, lam van phong, chdv",
1781,"dau tu, o, dich vu an uong, mua ban",
1783,"nha nghi, nghi duong, nha hang, dau tu, kinh doanh",
1786,buon ban,
1803,"xay dung cao oc, quan an, dau tu, can ho",
1805,"buon ban, chdv, kinh doanh",
1815,"xay tro, o",
1816,"cho thue, lam van phong",
1817,"mo van phong, o",
1827,"nha xuong, o, lam van phong",
1831,"nha nghi, trung tam thuong mai, cong ty, dau tu, shop, dich vu, kinh doanh",
1835,"lam xuong may, kho",
1838,"thue, xay biet thu",
1842,"phong kham, nha thuoc, cho thue, mo spa",
1847,"xay o, dau tu, cho thue, kinh doanh",
1859,"xay cao oc, cho thue",
1861,"cho thue, dinh cu, o, kinh doanh",
1865,"xay dung cao oc, chdv, o, cho thue, kinh doanh",
1868,"tham my vien, van phong, ngan hang, cho thue, kinh doanh",
1869,"mo van phong, spa, buon ban, cho thue, kinh doanh",
1872,"xay biet thu, dau tu, nghi duong",
1884,"kinh doanh, phong kham, lam cong ty, quan an",
1887,"cho thue, kinh doanh, lam van phong, dau tu, mo cong ty",
1888,", dau tu",
1892,lam vp,
1899,"xay tro, o, lam van phong cty",
1900,"dau tu, o, mo nha hang",
1901,"dich vu, , cho thue, kinh doanh, van phong, trung tam thuong mai, dau tu, o",
1916,"mo truong, san xuat, xay dung, kho, dau tu, kd",
1924,"xay biet thu, dau tu, o, xay khach san",
1925,xay nha tro,
1940,"dich vu, truong tu thuc, an uong, lam xuong may, san xuat, kinh doanh, lam kho",
1945,"van phong, mo shop",
1947,"kinh doanh, san xuat, trung tam thuong mai",
1962,"xay biet thu, kho xuong, cong ty",
1964,"cafe, kinh doanh",
1971,"o, kinh doanh, van phong, lam cong ty",
1973,"xay nha, nghi duong",
1979,"buon ban, nghi duong, nha hang, nha xuong, dau tu, o",
1983,"tap hoa, kinh doanh, o, ban hang online",
1985,"chdv, homestay, xay biet thu",
1989,"sinh song, kinh doanh, o, cho thue",
1992,"can ho dich vu, villa biet thu",
2001,san xuat,
2012,"xay nha, dau tu, o, lam van phong",
2013,"nghi duong, kinh doanh, nha xuong, dau tu, o",
2015,lam khach san,
2016,"kinh doanh, dau tu, nghi duong, xay nha",
2033,"dau tu, xay nha tro",
2034,"kinh doanh, san xuat, kho chua hang",
2039,"kinh doanh, cao oc",
2042,"dau tu, o, cao oc",
2043,"cua hang, kinh doanh, van phong, o, kho hang",
2046,"kinh doanh, o, xay cao oc",
2060,"kinh doanh, dau tu, o, nghi duong",
2061,"xay can ho dich vu, xay nha",
2067,"thue, kinh doanh, van phong, dau tu, o",
2089,"kinh doanh, xay dung cao oc, can ho dich vu",
2112,"cho thue, nghi duong, buon ban, ngan hang thue",
2119,"tap hoa, cafe, kinh doanh, dau tu, o, quan an",
2121,"kinh doanh, van phong, cho thue, lam vp",
2124,"xay biet thu, o, nha nghi, homestay",
2135,"vp - cty, nha hang, kinh doanh, o, quan an",
2142,"kinh doanh, dau tu, o, mo van phong",
2145,"chdv, o, lam vp",
2150,"dich vu, kinh doanh, dau tu",
2155,"van phong, cho thue",
2163,"ngan hang thue, lam vp, cong ty",
2182,"kinh doanh, dinh cu, buon ban, vp",
2190,"mua ban, lam van phong, o",
2198,"xay dung, biet thu, cho thue",
2214,"xay tro, kinh doanh, o, dau tu",
2223,"tra sua, nghi duong, cho thue, quan ca phe, o",
2224,"dau tu, sieu thi",
2225,"cho thue, nha xuong, chua hang",
2234,"khach san, kinh doanh, ngan hang",
2243,"dich vu an uong, dau tu, o",
2246,"kinh doanh, dau tu, o, kd",
2251,"mua ban, o, an uong",
2252,"o, cho thue, toa nha",
2278,"kinh doanh, lam van phong, o",
2283,"van phong, dinh cu",
2287,"nghi duong, cho thue",
2299,"thue, kinh doanh",
2304,lam van phong,
2308,"xay can ho dich vu, van phong",
2312,"kinh doanh, lam van phong, van phong, dau tu, o",
2313,"dau tu, xay nha tro, kinh doanh",
2314,"mo truong, kinh doanh",
2315,"cho thue, o, thue, kinh doanh",
2316,"o, van phong, cho thue, kinh doanh",
2321,"an uong, khach san, kinh doanh",
2324,"nghi duong, nha hang, o, dau tu",
2336,"van phong, can ho",
2341,"can ho dich vu, o",
2346,"lam cong ty, van phong, kinh doanh",
2357,"xay can ho dich vu, cao oc, van phong",
2365,"dau tu, khach san, nghi duong",
2368,"dau tu, o, xay nha",
2369,"tham my vien, phong kham, van phong, trung tam anh ngu, kd, kinh doanh",
2370,"mo quan, kinh doanh",
2371,"o, shop",
2379,"nghi duong, o",
2392,"o, van phong, thue",
2397,"kinh doanh, homestay",
2399,"van phong, cho thue, o",
2401,"cho thue, khach san, kinh doanh",
2402,"o, lam kho",
2404,"phong kham, o, lam vp",
2411,"xay tro, can ho dich vu, cho thue",
2417,"lam cong ty, o, lam van phong",
2424,"dau tu, o, lam van phong, kinh doanh",
2441,"nha tro, kinh doanh",
2453,"buon ban, xay nha tro, kinh doanh",
2466,", cho thue, kinh doanh",
2472,"cho thue, xay cao oc, o, kinh doanh",
2481,spa,
2503,"van phong, cho thue, xay phong tro, o, kinh doanh",
2511,"lam khach san, cong ty chuyen phat nhanh, kho xuong",
2512,"xay khach san, nha hang, o, dich vu",
2528,"dau tu, chdv",
2530,"buon ban, dau tu, kinh doanh",
2531,"dau tu, cho thue, nghi duong",
2532,"xay nha tro, kinh doanh",
2533,"xay tro, kinh doanh",
2539,"o, dau tu, cho thue, chdv",
2546,"buon ban, ban hang online, kinh doanh",
2554,"can ho dich vu, cho thue, khach san",
2566,"nghi duong, dau tu, kinh doanh",
2570,"lam showroom, van phong",
2578,"nghi duong, lam vp",
2579,"dau tu, o, xay dung, cho thue, kinh doanh",
2585,"tra sua, nghi duong, quan ca phe",
2599,"cho thue, van phong, o",
2601,"xay khach san, kinh doanh, homestay",
2603,"dau tu, cong ty chuyen phat nhanh, o, cho thue, kinh doanh",
2604,"dau tu, khach san, homestay",
2607,"nghi duong, dau tu, o, homestay",
2609,"van phong, spa, dinh van phong, lop hoc, kinh doanh online",
2610,"cho thue, spa, lam van phong, kinh doanh, o, homestay",
2615,"cho thue, van phong, o, xay biet thu",
2617,sieu thi,
2619,"xay dung cao oc, dau tu",
2639,"nha hang, xay nha, homestay",
2650,"mo truong, khach san, kinh doanh",
2656,"cho thue, o, kinh doanh online",
2666,"lam spa, o, kinh doanh",
2681,cong ty,
2685,"lam xuong may, dau tu, o, kinh doanh",
2688,"benh vien, toa nha van phong, spa",
2689,"cho thue, thue",
2714,"khach san, can ho dich vu, thue, toa nha van phong",
2722,"mua ban, dau tu, nha tro, xay nha, cho thue",
2725,"phong kham, o, toa nha van phong",
2729,"van phong, can ho dich vu, kinh doanh",
2748,"dau tu, dinh cu, cho thue",
2749,"kinh doanh khach san, cho thue, o, kinh doanh",
2756,"van phong, can ho dich vu, xay building",
2763,quan an,
2765,"van phong, khach san",
2779,"xay dung cao oc, o",
2782,"xay can ho dich vu, cty, mo van phong, khach san",
2783,"buon ban, dau tu, xay nha tro",
2788,"buon ban, o, kinh doanh",
2793,"mo truong, lam an",
2808,"ngan hang, cho thue, khach san",
2814,"o, kinh doanh online",
2819,"nha hang, o",
2834,"lam vp, van phong dai dien",
2839,"xay cao oc, kinh doanh",
2847,"lam cong ty, cho thue, o, buon ban online",
2851,"dau tu, coffee",
2854,"cho thue, mua ban",
2861,"xay dung, kinh doanh",
2867,"cho thue, o, chdv",
2873,"cho thue, van phong, o, kinh doanh",
2881,"nha hang, shop thoi trang, nghi duong",
2893,"karaoke, van phong, ca phe, lam spa, kinh doanh",
2895,"kinh doanh online, o, kinh doanh",
2904,"xay tro, dau tu, sieu thi",
2915,"kinh doanh khach san, nha hang, cho thue, mo cong ty",
2919,"phong kham, mo van phong, cong ty, shop, o, kinh doanh",
2926,"cho thue, thoi trang, kinh doanh",
2928,"van phong, cho thue, lam van phong, kinh doanh",
2934,"buon ban, o, kd online",
2939,"nha hang, xay dung khach san, homestay",
2945,"buon ban, mo cong ty",
2948,"nghi duong, kinh doanh",
2950,"truong hoc, o",
2953,"phong kham, van phong, spa, dau tu, kinh doanh",
2964,"xay tro, van phong, lam van phong cty, dau tu, cho thue, kinh doanh",
2973,"tham my vien, van phong, spa, tham my, cho thue",
2982,"kinh doanh khach san, dich vu, kinh doanh online",
2991,"van phong, lam van phong, kinh doanh",
2993,"dau tu, shop thoi trang, o, xay nha",
3001,"karaoke, xay can ho dich vu, phong tro, kho, xay nha, o",
3027,"biet thu, nha hang, ban hang online, kinh doanh",
3033,"can ho dv, cafe, cua hang, nha xuong, ban hang online, kinh doanh",
3041,"xay can ho dich vu, biet thu",
3049,"o, lam cty",
3051,"mat bang, kinh doanh",
3052,"coffee, spa, lam khach san, nha hang, o",
3061,"karaoke, khach san, showroom, gym, vp cong ty, kinh doanh",
3089,"mo vp, kinh doanh",
3090,toa nha van phong,
3094,"xay cao oc, xay biet thu",
3118,"cho thue, lam tai san, o, sieu thi",
3129,"o, kho xuong, lam van phong",
3152,"mo truong, kinh doanh, dich vu",
3161,"o, lam an, kinh doanh",
3171,"o, lam van phong, kinh doanh",
3173,"dau tu, lam van phong, xay dung, o, trung tam dao tao",
3176,"tap hoa, dau tu, khach san",
3185,"lam van phong, spa",
3214,"cao oc, dau tu, o, kho chua hang",
3216,"lam cong ty, cho thue, o, kinh doanh",
3220,"xay dung building, khach san",
3226,"homestay, dau tu, xay dung, biet thu",
3235,"nghi duong, xay dung, dau tu",
3242,cty,
3246,"khach san, dich vu",
3249,"xay khach san, dau tu, o, cho thue",
3253,"o, lam van phong, dich vu an uong",
3270,"cho thue, kinh doanh spa, spa",
3277,can ho dich vu,
3280,xay biet thu,
3295,"trung tam thuong mai, kinh doanh",
3311,"xay dung cao oc, buon ban, dau tu, o",
3327,"nha khoa, dinh cu, kinh doanh",
3332,kinh doanh online,
3336,"toa nha van phong, kinh doanh",
3363,"xay o, o, lam van phong, kinh doanh",
3374,"mo truong, o, kinh doanh, xuong may",
3387,"dich vu, chdv",
3442,"sieu thi, tru so cong ty, spa, trung tam dao tao, lam van phong, lop hoc, cho thue, kinh doanh",
3443,"dau tu, kho xuong",
3446,"an uong, vp cty",
3450,"vphong, sieu thi, tru so cong ty, spa, trung tam dao tao, lam van phong, lop hoc, cho thue, kinh doanh",
3462,"mo quan cafe, lam van phong",
3463,"cho thue, dinh cu, o, nghi duong",
3471,"mo cong ty, spa",
3480,"o, dau tu, cho thue",
3482,"cong ty, nghi duong, o, lam van phong",
3488,"cong ty, o, lam van phong",
3489,"nha nghi, nha hang, cho thue, kinh doanh",
3496,"o, cho thue, spa",
3501,"kho, o",
3525,"ngan hang, khach san, xay toa nha",
3528,"vp, cho thue, lam an",
3529,toa nha,
3556,"dau tu, o, lam van phong, quan cafe",
3560,"van phong, thue, mua ban, dich vu",
3563,"van phong, cho thue, tham my, can ho",
3574,"sieu thi, dau tu, o, cho thue, kinh doanh",
3576,"dinh cu, cho thue",
3585,"o, sieu thi mini",
3590,"dau tu, kinh doanh, spa",
3593,"tiem toc, kinh doanh",
3595,"cong ty, van phong, o, lam vp",
3596,"cong ty, cho thue, toa nha, kinh doanh",
3605,"buon ban, nghi duong, cho thue",
3611,"xay can ho dich vu, cho thue, xay biet thu",
3612,"mo van phong, o, kinh doanh",
3618,"sieu thi, o, lam van phong, in theu",
3634,"dich vu, kinh doanh",
3643,"dau tu, cho thue, xay nha, kinh doanh",
3647,"kinh doanh, mua ban",
3651,"kd, o, spa",
3660,"xay can ho dich vu, van phong, khach san, spa",
3662,"quan an, xay dung",
3663,"quan an, san xuat",
3664,"van phong, ngan hang, cafe, cho thue, kinh doanh cafe, kinh doanh",
3667,"xay o, khach san, kinh doanh",
3675,"van phong, benh vien, kinh doanh",
3677,"cho thue, o, lam vp",
3680,"truong mam non, lam kho",
3693,"dau tu, xay nha, lam van phong",
3694,"mo cua hang, van phong, dau tu",
3712,"van phong, dau tu, khach san, kinh doanh",
3716,"khach san, buon ban, dau tu, dich vu an uong, kinh doanh",
3719,"van phong, thue, kinh doanh",
3722,", dau tu, kinh doanh",
3726,"nha nghi, dau tu, khach san, kinh doanh",
3735,"kinh doanh khach san, nha hang, quan an",
3766,"kinh doanh khach san, dau tu, xay nha",
3767,van phong dai dien,
3772,"cho thue, truong tu thuc, thue, cong ty, trung bay san pham, o, kinh doanh",
3779,"spa, van phong, kinh doanh",
3785,"can ho dich vu, cho thue, thue, dau tu, o, kinh doanh",
3786,"o, ngan hang thue, cho thue, kinh doanh",
3788,"cho thue, o, dich vu",
3810,"xay nha tro, o",
3819,"van phong, xay nha, kinh doanh",
3824,"xay khach san, o, cho thue, xay biet thu",
