Unnamed: 0,individual,alias
2825,8000000.0,tri gia khoang bao nhieu tien
2906,640000000.0,tri gia khoang bn
2921,547000000.0,tri gia khoang bn tien
2973,148000000000.0,tri gia the nao
3027,78000000000.0,tri gia tn
3090,100000000000.0,tri gia nhu the nao
3104,390000000.0,tri gia ntn
3108,735000000.0,tri gia sao
3158,999000000.0,tri gia ra sao
3220,780000000000.0, bao nhieu tien
3256,119000000000.0, khoang bao nhieu
3263,179000000000.0, khoang bao nhieu tien
3264,209000000000.0, khoang bn tien
3291,871000000.0,
3292,1500000000.0,
3294,142000000000.0,
3376,965000000.0,
3390,59000000000.0,
3411,175000000000.0,
3474,599000000.0,
3525,82000000000.0,
3529,240000000000.0,
3537,49000000000.0,
3579,1250000000000.0,
3641,499000000.0,
3702,4000000.0,
3717,1425000000000.0,
3801,239000000000.0,
3817,92000000000.0,
3872,99000000000.0,
3913,899000000000.0,
3960,24000000.0,
3966,74000000000.0,
3967,106000000000.0,
3969,281000000000.0,
3971,120000000000.0,
3989,369000000000.0,
4101,299000000000.0,
4108,690000000000.0,
4131,510000000.0,
4132,810000000.0,
4158,58000000000.0,
4172,630000000000.0,
4174,52000000000.0,
4189,537000000.0,
4210,64000000000.0,
4217,935000000.0,
4243,132000000000.0,
4320,44000000000.0,
4323,79000000000.0,
4346,289000000000.0,
4387,651000000.0,
4450,230000000000.0,
4452,250000000000.0,
4455,73000000000.0,
4479,742000000000.0,
4496,490000000.0,
4560,68000000000.0,
4604,77000000000.0,
4608,910000000.0,
4913,468000000.0,
4951,269000000000.0,
4981,350000000.0,
5055,285000000000.0,
5106,325000000.0,
5155,192000000000.0,
5167,818000000.0,
5212,75000000.0,
5249,168000000000.0,
5256,3100000000.0,
5477,21000000.0,
5489,489000000.0,
5503,420000000.0,
5563,270000000000.0,
5569,5.0,
5630,589000000.0,
5653,698000000.0,
5673,410000000.0,
5699,750000000000.0,
5735,399000000.0,
5900,799000000.0,
5950,570000000.0,
5976,585000000.0,
6016,425000000000.0,
6090,116000000000.0,
6099,25000000.0,
6109,139000000000.0,
6191,20000000.0,
6328,103000000000.0,
6353,745000000.0,
6372,660000000.0,
6379,380000000000.0,
6396,108000000000.0,
6420,249000000000.0,
6448,248000000000.0,
6467,100000000.0,
6482,815000000.0,
6581,2500000000.0,
6650,749000000.0,
6727,86000000000.0,
6820,162000000000.0,
6848,936000000.0,
6867,830000000.0,
6910,940000000.0,
7034,730000000.0,
7040,411000000.0,
7045,691000000.0,
7068,255000000.0,
7215,485000000.0,
7264,610000000.0,
7340,66000000.0,
7389,430000000000.0,
7558,300000000000.0,
7668,885000000.0,
7729,61000000000.0,
7821,576000000.0,
7902,1100000000000.0,
8024,169000000000.0,
8135,605000000.0,
8140,593000000.0,
8174,369000000.0,
8175,409000000.0,
8621,94000000000.0,
8635,35000000.0,
8665,688000000.0,
8687,324000000000.0,
8729,109000000000.0,
8917,849000000.0,
8954,93000000000.0,
8975,339000000.0,
8997,159000000000.0,
9005,495000000000.0,
9008,499000000000.0,
9097,625000000.0,
9123,359000000000.0,
9240,676000000.0,
9275,925000000.0,
9405,102000000000.0,
9410,91000000000.0,
9470,445000000.0,
9731,245000000000.0,
9820,929000000.0,
9948,6000000.0,
