Unnamed: 0,individual,alias
613,tay ho,
614,dong da,
617,le chan,
619,lien mac,
627,3 dinh,
631,g xuong,
654,tan chau,
655,nui thanh,
663,thong nhat,
665,trang cat,
683,an nhon tay,
688,tu liem,
693,duong kinh,
695,ham thuan 5,
700,son tay,
703,an lao,
729,cam ranh cam lam,
731,2 3 trung,
740,don duong,
743,bai 6 vung tau,
762,an bang,
796,chon thanh,
801,kim boi,
805,times,
853,phu dien,
862,thuy xuan tien chuong,
866,ngoc thuy,
872,dat do,
873,khoai chau,
879,thanh pho 3 ria,
887,don,
889,van tho,
892,duc trong,
900,sieu,
921,son,
928,my dinh,
929,trong,
934,yen phong,
943,duy xuyen,
944,phu uoc,
963,3 vi,
975,uy,
1000,5 sai gon,
1001,cao phong,
1002,ky son,
1014,dai loc,
1037,phuc tho,
1039,nghia lo,
1048,2 3 trung hoang mai,
1055,hbt,
1063,bh,
1069,binh thuan,
1071,luong son,
1085,van,
1088,phu my hung,
1134,trung yen,
1138,p15,
1161,da huoai,
1201,bao yen,
1203,dong nai,
1209,l 1a,
1210,ky anh,
1211,thanh liem,
1227,binh chau,
1270,xuan dinh,
1318,loc tan,
1336,uy gia lam,
1353,2 thanh,
1364,loc ninh,
1391,phu loc,
1396,nhon trach,
1400,thu dau 1,
1411,phu dong,
1429,thanh oai,
1435,dinh,
1469,lagi,
1509,thach ban,
1557,thanh nhan,
1560,hoi an,
1563,lap thach,
1569,thao dien,
1584,tu nghia,
1620,truc bach,
1653,an duong,
1665,phuoc 2,
1682,long phuoc,
1720,ngo uyen,
1749,"1,3",
1789,an tay,
1796,tuy an,
1805,bat xat,
1842,"1,3,5",
1856,g yen,
1867,vinh thanh,
1873,hoang liet,
1880,hoang hoa,
1907,lo 1a,
1927,tan uyen,
1946,l 32,
1962,hiep binh phuoc,
1968,can gio,
1983,viet yen,
2001,y yen,
2021,huong tra,
2029,hoan chinh,
2044,thuan 5,
2062,phu lam,
2070,hong tien,
2075,ai nghia,
2108,tdm,
2151,g an,
2157,hoanh bo,
2227,long an,
2233,5 tan uyen,
2249,vinh tuy 2,
2286,ninh hoa,
2287,phan thiet,
2293,81,
2304,tu hoang nhon,
2305,huu thanh,
2312,ha noi,
2318,roma,
2345,thanh ha,
2380,thang binh,
2408,do son,
2412,n 1,
2416,dai kim,
2429,vo nguyen giap,
2446,kim van kim lu,
2458,go dau,
2521,dan phuong,
2551,long binh,
2601,minh an,
2618,bao loc,
2631,dong xoai,
2639,duong dong,
2678,thanh tri hoang mai,
2722,duc hoa thuong,
2738,yen binh,
2812,krong nang,
2827,cam my,
2842,dong xoai 1,
2871,2 3,
2876,g5,
2906,dak ha,
2945,hiep thanh,
2998,thien nghiep,
3036,c2,
3115,xuong huan,
3124,l1a,
3142,dong son,
3150,tu lien,
3151,tan mai,
3153,diem thuy,
3156,dt719b,
3174,3 diem 12,
3230,florida,
3234,thang son thanh son,
3259,ht,
3283,go cong,
3287,thu thiem,
3289,phu cat,
3291,8 phuoc,
3297,"1,3,5,10",
3303,loi 3 dinh,
3323,bo de long bien,
3335,binh my,
3342,h hop tho,
3349,3 ria vung tau,
3352,giap,
3382,yueyu,
3387,new york,
3428,binh son,
3430,pn,
3482,binh minh,
3499,uynh phu,
3503,my duc,
3527,phuoc long,
3566,son tinh,
3626,a14,
3646,phuong mai,
3671,luc long an,
3694,luong tai,
3708,go cong dong,
3721,a6,
3734,phuoc dong,
3776,linh trung,
3805,binh hoa,
3824,vinh hoa,
3831,thuong tin,
3857,nghi son,
3862,nong cong,
3871,600m,
3872,an dong,
3884,hoa khanh,
3893,l5a,
3920,thanh luong,
3924,19/5,
3958,thanh xuan :,
3965,ly thuong kiet,
3993,me linh,
4003,hoai,
4056,dong da 2 3 trung hoang mai,
4058,long khanh,
4100,vip,
4103,o cho dua,
4128,yen nghia,
4166,bac tan uyen,
4221,tan hiep,
4234,3 ria,
4245,gv,
4307,phuong canh,
4338,van chuong,
4430,thuan an,
4457,f12 go vap,
4464,m7,
4551,phu uy,
4582,kieu ky,
4613,lac son,
4620,chi dong me linh,
4624,my hao,
4671,tay ho tay,
4676,dong yen,
4691,hoa xuan,
4718,mang yang,
4730,tien 2,
4736,binh thanh 4x17,
4758,xuan bach g tien,
4776,tay tuu,
4783,h,
4786,dong du gia lam,
4824,hung long,
4828,mao khe,
4836,an thi,
4851,cm,
4866,phu tuc,
4904,l191,
4980,5 32,
5009,trung thanh,
5044,hung,
5067,tan xa,
5069,binh duong 2,
5119,binh loi,
5134,tan thanh,
5180,l55,
5227,ninh tan,
5252,ngu doan,
5316,3 tri,
5350,tan van,
5359,chau thanh,
5372,cho moi,
5373,bai chay ha long,
5383,mui ne,
5399,thanh my,
5432,vinh tan,
5441,xuan mai,
5459,khanh thuong,
5462,ab,
5499,dx,
5513,duong minh chau,
5526,dau tieng,
5539,dai mo,
5557,bien giang ha dong,
5593,huong thuy,
5614,an thoi,
5615,luc,
5650,tan hung,
5670,bong ha dong,
5673,"cu m "" gar",
5711,"1,3,6,10,11",
5743,vinh ngoc,
5797,2 chau 1,
5809,yen lac,
5820,linh dong thu duc,
5846,k300,
5850,chau,
5865,8 dao,
5868,phu binh,
5881,l 51,
5908,lung dong,
5921,ung hoa,
5928,tinh khe,
5978,uy hoang mai,
6008,thuong xuan,
6021,tu son,
6030,binh chieu,
6051,an khanh,
6053,pg3,
6058,phuoc hoa,
6096,binh hung hoa a,
6098,liem,
6099,xa lo,
6111,tan dinh,
6141,trung dung,
6162,viet huong,
6184,"1,2,3",
6189,loc an,
6220,l21b,
6300,khanh binh,
6328,dich vong,
6397,m6,
6421,minh tan,
6518,hoa phu,
6543,d4,
6563,pg2,
6588,phong,
6601,nguyen oanh,
6608,thanh hoa,
6643,t20,
6686,s,
6697,gia lam long bien,
6798,"1,3,5,7,10 binh chanh",
6826,2mt,
6926,midtown,
6953,tan an,
6974,tong,
7008,nhat 5 sai gon,
7014,lien ninh,
7028,cai tat,
7038,hoang huy,
7091,w,
7098,thuan thanh,
7102,cap2,
7163,uy dong da,
7185,hoa binh,
7188,dh704,
7225,khe,
7226,son thuy huu tinh,
7233,phuoc long b,
7238,x lagi,
7263,kim chung,
7278,c7,
7280,b<unk> uc,
7301,phu do,
7385,8 can lo,
7414,vinh phu 1,
7440,phu thuong,
7539,vinh tuy,
7549,cat lai,
7550,bien hoa,
7673,phung hiep,
7713,giap dong 8,
7797,tphcm,
7826,tan nghia,
7834,gia binh,
7883,hoa an,
7933,le van 8,
7946,"1,2,3,5,6,7,8",
7976,duy tien,
7999,lt,
8062,duc giang,
8176,tan phong,
8177,dau giay,
8309,tk 2,
8418,lien ha,
8433,hiep thanh 3,
8439,hdmon,
8482,qb,
8544,loc duc,
8554,nhat,
8592,cau,
8612,o cho dua dong da,
8632,dong xuan,
8661,tan phuoc,
8706,vo nhai,
8723,phuoc tan,
8728,dong 5,
8734,gd,
8761,bd,
8797,sb,
8806,thuy xuan tien,
8813,6b,
8862,tri,
8877,thuong thanh,
8922,dai lao,
8965,tt7,
9017,hv3,
9019,phu xuyen,
9023,719b,
9065,khanh 5 -,
9066,long hoa,
9068,do nghia,
9072,cat 3,
9117,yen mo,
9195,l 20,
9198,mang den,
9240,phu ninh,
9255,dak glong,
9283,bt8,
9287,phu tho,
9323,giap binh chanh,
9341,tan tru,
9352,tan phu 1,
9434,dien ngoc - 5,
9474,binh khanh can gio,
9524,1 - 2,
9536,trung 8,
9571,dong hoang,
9573,xuan tay cam my,
9639,tb,
9729,tien lang,
9830,noi thanh,
9843,ninh son,
9856,l 6,
9934,binh hung hoa,
9961,vinh trung,
9963,binh gia,
9979,2 truong,
